Time step,Item Type,Mean,SEM
271,Target,0.22833333333333336,0.014425945627860239
272,Target,0.23,0.014425945627860239
273,Target,0.2325,0.014425945627860239
274,Target,0.23416666666666666,0.014425945627860239
275,Target,0.23666666666666666,0.014425945627860239
276,Target,0.24166666666666667,0.014425945627860239
277,Target,0.24666666666666667,0.014425945627860239
278,Target,0.24833333333333332,0.014425945627860239
279,Target,0.2525,0.014425945627860239
280,Target,0.25416666666666665,0.014425945627860239
281,Target,0.25833333333333336,0.014425945627860239
282,Target,0.2608333333333333,0.014425945627860239
283,Target,0.26333333333333336,0.014425945627860239
284,Target,0.2658333333333333,0.014425945627860239
285,Target,0.2658333333333333,0.014425945627860239
286,Target,0.26916666666666667,0.014425945627860239
287,Target,0.2708333333333333,0.014425945627860239
288,Target,0.27416666666666667,0.014425945627860239
289,Target,0.27666666666666667,0.014425945627860239
290,Target,0.2808333333333333,0.014425945627860239
291,Target,0.28250000000000003,0.014425945627860239
292,Target,0.2841666666666667,0.014425945627860239
293,Target,0.2866666666666667,0.014425945627860239
294,Target,0.2891666666666666,0.014425945627860239
295,Target,0.29,0.014425945627860239
296,Target,0.2925,0.014425945627860239
297,Target,0.295,0.014425945627860239
298,Target,0.29833333333333334,0.014425945627860239
299,Target,0.3,0.014425945627860239
300,Target,0.3025,0.014425945627860239
301,Target,0.3075,0.014425945627860239
302,Target,0.31,0.014425945627860239
303,Target,0.3125,0.014425945627860239
304,Target,0.315,0.014425945627860239
305,Target,0.31583333333333335,0.014425945627860239
306,Target,0.31833333333333336,0.014425945627860239
307,Target,0.32083333333333336,0.014425945627860239
308,Target,0.3233333333333333,0.014425945627860239
309,Target,0.3275,0.014425945627860239
310,Target,0.3275,0.014425945627860239
311,Target,0.32916666666666666,0.014425945627860239
312,Target,0.33083333333333337,0.014425945627860239
313,Target,0.3333333333333333,0.014425945627860239
314,Target,0.33749999999999997,0.014425945627860239
315,Target,0.3408333333333333,0.014425945627860239
316,Target,0.3458333333333334,0.014425945627860239
317,Target,0.34833333333333333,0.014425945627860239
318,Target,0.3516666666666666,0.014425945627860239
319,Target,0.3566666666666667,0.014425945627860239
320,Target,0.36083333333333334,0.014425945627860239
321,Target,0.36333333333333334,0.014425945627860239
322,Target,0.3666666666666667,0.014425945627860239
323,Target,0.36916666666666664,0.014425945627860239
324,Target,0.3725,0.014425945627860239
325,Target,0.375,0.014425945627860239
326,Target,0.3775,0.014425945627860239
327,Target,0.37999999999999995,0.014425945627860239
328,Target,0.3833333333333333,0.014425945627860239
329,Target,0.3841666666666666,0.014425945627860239
330,Target,0.3841666666666666,0.014425945627860239
331,Target,0.38833333333333336,0.014425945627860239
332,Target,0.38916666666666666,0.014425945627860239
333,Target,0.3925,0.014425945627860239
334,Target,0.3933333333333333,0.014425945627860239
335,Target,0.395,0.014425945627860239
336,Target,0.39666666666666667,0.014425945627860239
337,Target,0.39916666666666667,0.014425945627860239
338,Target,0.4008333333333334,0.014425945627860239
339,Target,0.39999999999999997,0.014425945627860239
340,Target,0.39999999999999997,0.014425945627860239
341,Target,0.4008333333333334,0.014425945627860239
342,Target,0.4033333333333333,0.014425945627860239
343,Target,0.405,0.014425945627860239
344,Target,0.4075,0.014425945627860239
345,Target,0.4091666666666667,0.014425945627860239
346,Target,0.41083333333333333,0.014425945627860239
347,Target,0.4175,0.014425945627860239
348,Target,0.42,0.014425945627860239
349,Target,0.42166666666666663,0.014425945627860239
350,Target,0.425,0.014425945627860239
351,Target,0.425,0.014425945627860239
352,Target,0.4283333333333333,0.014425945627860239
353,Target,0.43083333333333335,0.014425945627860239
354,Target,0.43166666666666664,0.014425945627860239
355,Target,0.4375,0.014425945627860239
356,Target,0.44166666666666665,0.014425945627860239
357,Target,0.4458333333333333,0.014425945627860239
358,Target,0.4475,0.014425945627860239
359,Target,0.44916666666666666,0.014425945627860239
360,Target,0.45166666666666666,0.014425945627860239
361,Target,0.45333333333333337,0.014425945627860239
362,Target,0.4558333333333333,0.014425945627860239
363,Target,0.4558333333333333,0.014425945627860239
364,Target,0.4583333333333333,0.014425945627860239
365,Target,0.45916666666666667,0.014425945627860239
366,Target,0.46249999999999997,0.014425945627860239
367,Target,0.46666666666666673,0.014425945627860239
368,Target,0.4675,0.014425945627860239
369,Target,0.46666666666666673,0.014425945627860239
370,Target,0.47000000000000003,0.014425945627860239
371,Target,0.4716666666666667,0.014425945627860239
372,Target,0.4741666666666667,0.014425945627860239
373,Target,0.4741666666666667,0.014425945627860239
374,Target,0.47666666666666674,0.014425945627860239
375,Target,0.47833333333333333,0.014425945627860239
376,Target,0.4808333333333334,0.014425945627860239
377,Target,0.4816666666666667,0.014425945627860239
378,Target,0.4891666666666667,0.014425945627860239
379,Target,0.49333333333333335,0.014425945627860239
380,Target,0.49583333333333335,0.014425945627860239
381,Target,0.4975,0.014425945627860239
382,Target,0.5016666666666666,0.014425945627860239
383,Target,0.5058333333333334,0.014425945627860239
384,Target,0.5075,0.014425945627860239
385,Target,0.5091666666666667,0.014425945627860239
386,Target,0.5175,0.014425945627860239
387,Target,0.52,0.014425945627860239
388,Target,0.5225,0.014425945627860239
389,Target,0.5233333333333333,0.014425945627860239
390,Target,0.525,0.014425945627860239
391,Target,0.5275,0.014425945627860239
392,Target,0.53,0.014425945627860239
393,Target,0.5316666666666666,0.014425945627860239
394,Target,0.5325000000000001,0.014425945627860239
395,Target,0.5341666666666667,0.014425945627860239
396,Target,0.5358333333333333,0.014425945627860239
397,Target,0.5375,0.014425945627860239
398,Target,0.5399999999999999,0.014425945627860239
399,Target,0.5416666666666666,0.014425945627860239
400,Target,0.5425,0.014425945627860239
401,Target,0.5441666666666667,0.014425945627860239
402,Target,0.545,0.014425945627860239
403,Target,0.5458333333333333,0.014425945627860239
404,Target,0.5475,0.014425945627860239
405,Target,0.5499999999999999,0.014425945627860239
406,Target,0.5525,0.014425945627860239
407,Target,0.5525,0.014425945627860239
408,Target,0.5533333333333333,0.014425945627860239
409,Target,0.555,0.014425945627860239
410,Target,0.5558333333333333,0.014425945627860239
411,Target,0.5599999999999999,0.014425945627860239
412,Target,0.5625,0.014425945627860239
413,Target,0.5641666666666666,0.014425945627860239
414,Target,0.5666666666666667,0.014425945627860239
415,Target,0.5675,0.014425945627860239
416,Target,0.5683333333333334,0.014425945627860239
417,Target,0.5675,0.014425945627860239
418,Target,0.5683333333333334,0.014425945627860239
419,Target,0.57,0.014425945627860239
420,Target,0.5716666666666667,0.014425945627860239
421,Target,0.5725,0.014425945627860239
422,Target,0.5733333333333334,0.014425945627860239
423,Target,0.5741666666666667,0.014425945627860239
424,Target,0.5766666666666667,0.014425945627860239
425,Target,0.5775,0.014425945627860239
426,Target,0.5783333333333334,0.014425945627860239
427,Target,0.5791666666666667,0.014425945627860239
428,Target,0.5791666666666667,0.014425945627860239
429,Target,0.5816666666666667,0.014425945627860239
430,Target,0.5833333333333334,0.014425945627860239
431,Target,0.5833333333333334,0.014425945627860239
432,Target,0.5891666666666667,0.014425945627860239
433,Target,0.5891666666666667,0.014425945627860239
434,Target,0.59,0.014425945627860239
435,Target,0.5908333333333333,0.014425945627860239
436,Target,0.5916666666666667,0.014425945627860239
437,Target,0.5941666666666666,0.014425945627860239
438,Target,0.5958333333333333,0.014425945627860239
439,Target,0.5966666666666667,0.014425945627860239
440,Target,0.5958333333333333,0.014425945627860239
441,Target,0.5991666666666667,0.014425945627860239
442,Target,0.6033333333333334,0.014425945627860239
443,Target,0.605,0.014425945627860239
444,Target,0.6083333333333333,0.014425945627860239
445,Target,0.61,0.014425945627860239
446,Target,0.6116666666666667,0.014425945627860239
447,Target,0.6124999999999999,0.014425945627860239
448,Target,0.6124999999999999,0.014425945627860239
449,Target,0.6141666666666666,0.014425945627860239
450,Target,0.6158333333333333,0.014425945627860239
451,Target,0.6158333333333333,0.014425945627860239
452,Target,0.6191666666666666,0.014425945627860239
453,Target,0.62,0.014425945627860239
454,Target,0.6233333333333334,0.014425945627860239
455,Target,0.6241666666666666,0.014425945627860239
456,Target,0.6241666666666666,0.014425945627860239
457,Target,0.625,0.014425945627860239
458,Target,0.625,0.014425945627860239
459,Target,0.6241666666666666,0.014425945627860239
460,Target,0.625,0.014425945627860239
461,Target,0.6275000000000001,0.014425945627860239
462,Target,0.6291666666666667,0.014425945627860239
463,Target,0.6291666666666667,0.014425945627860239
464,Target,0.6308333333333334,0.014425945627860239
465,Target,0.6316666666666667,0.014425945627860239
466,Target,0.6316666666666667,0.014425945627860239
467,Target,0.6341666666666667,0.014425945627860239
468,Target,0.6333333333333333,0.014425945627860239
469,Target,0.635,0.014425945627860239
470,Target,0.6358333333333334,0.014425945627860239
471,Target,0.6358333333333334,0.014425945627860239
472,Target,0.6366666666666666,0.014425945627860239
473,Target,0.6358333333333334,0.014425945627860239
474,Target,0.635,0.014425945627860239
475,Target,0.635,0.014425945627860239
476,Target,0.635,0.014425945627860239
477,Target,0.6366666666666666,0.014425945627860239
478,Target,0.6366666666666666,0.014425945627860239
479,Target,0.6366666666666666,0.014425945627860239
480,Target,0.6366666666666666,0.014425945627860239
481,Target,0.6383333333333333,0.014425945627860239
482,Target,0.6408333333333334,0.014425945627860239
483,Target,0.6441666666666667,0.014425945627860239
484,Target,0.645,0.014425945627860239
485,Target,0.6458333333333334,0.014425945627860239
486,Target,0.6458333333333334,0.014425945627860239
487,Target,0.6475,0.014425945627860239
488,Target,0.6491666666666667,0.014425945627860239
489,Target,0.6516666666666667,0.014425945627860239
490,Target,0.6516666666666667,0.014425945627860239
491,Target,0.65,0.014425945627860239
492,Target,0.65,0.014425945627860239
493,Target,0.65,0.014425945627860239
494,Target,0.6508333333333334,0.014425945627860239
495,Target,0.6508333333333334,0.014425945627860239
496,Target,0.6516666666666667,0.014425945627860239
497,Target,0.6533333333333333,0.014425945627860239
498,Target,0.6533333333333333,0.014425945627860239
499,Target,0.6533333333333333,0.014425945627860239
500,Target,0.6508333333333333,0.014425945627860239
501,Target,0.6516666666666667,0.014425945627860239
502,Target,0.6525,0.014425945627860239
503,Target,0.6525,0.014425945627860239
504,Target,0.6525,0.014425945627860239
505,Target,0.6541666666666667,0.014425945627860239
506,Target,0.6541666666666667,0.014425945627860239
507,Target,0.6558333333333334,0.014425945627860239
508,Target,0.6558333333333334,0.014425945627860239
509,Target,0.6566666666666666,0.014425945627860239
510,Target,0.6558333333333334,0.014425945627860239
511,Target,0.6575,0.014425945627860239
512,Target,0.6583333333333333,0.014425945627860239
513,Target,0.6575,0.014425945627860239
514,Target,0.6566666666666666,0.014425945627860239
515,Target,0.6583333333333333,0.014425945627860239
516,Target,0.6583333333333333,0.014425945627860239
517,Target,0.66,0.014425945627860239
518,Target,0.6608333333333333,0.014425945627860239
519,Target,0.6608333333333333,0.014425945627860239
520,Target,0.66,0.014425945627860239
521,Target,0.6591666666666667,0.014425945627860239
522,Target,0.6608333333333333,0.014425945627860239
523,Target,0.6608333333333333,0.014425945627860239
524,Target,0.6616666666666667,0.014425945627860239
525,Target,0.6625,0.014425945627860239
526,Target,0.6633333333333333,0.014425945627860239
527,Target,0.665,0.014425945627860239
528,Target,0.6641666666666667,0.014425945627860239
529,Target,0.665,0.014425945627860239
530,Target,0.6666666666666666,0.014425945627860239
531,Target,0.6666666666666666,0.014425945627860239
532,Target,0.6675,0.014425945627860239
533,Target,0.6683333333333333,0.014425945627860239
534,Target,0.67,0.014425945627860239
535,Target,0.6691666666666666,0.014425945627860239
536,Target,0.6691666666666666,0.014425945627860239
537,Target,0.6691666666666666,0.014425945627860239
538,Target,0.6691666666666666,0.014425945627860239
539,Target,0.67,0.014425945627860239
540,Target,0.6708333333333334,0.014425945627860239
541,Target,0.6716666666666667,0.014425945627860239
542,Target,0.6708333333333334,0.014425945627860239
543,Target,0.6716666666666667,0.014425945627860239
544,Target,0.6716666666666667,0.014425945627860239
545,Target,0.6716666666666667,0.014425945627860239
546,Target,0.6733333333333333,0.014425945627860239
547,Target,0.6725,0.014425945627860239
548,Target,0.6741666666666667,0.014425945627860239
549,Target,0.6741666666666667,0.014425945627860239
550,Target,0.6758333333333333,0.014425945627860239
551,Target,0.6758333333333333,0.014425945627860239
552,Target,0.6766666666666666,0.014425945627860239
553,Target,0.6783333333333333,0.014425945627860239
554,Target,0.6775000000000001,0.014425945627860239
555,Target,0.6791666666666667,0.014425945627860239
556,Target,0.68,0.014425945627860239
557,Target,0.68,0.014425945627860239
558,Target,0.6808333333333333,0.014425945627860239
559,Target,0.6808333333333333,0.014425945627860239
560,Target,0.6808333333333333,0.014425945627860239
561,Target,0.6825,0.014425945627860239
562,Target,0.6825,0.014425945627860239
563,Target,0.6808333333333333,0.014425945627860239
564,Target,0.6816666666666666,0.014425945627860239
565,Target,0.6825,0.014425945627860239
566,Target,0.6841666666666667,0.014425945627860239
567,Target,0.6841666666666667,0.014425945627860239
568,Target,0.685,0.014425945627860239
569,Target,0.6858333333333334,0.014425945627860239
570,Target,0.6875,0.014425945627860239
571,Target,0.6858333333333334,0.014425945627860239
572,Target,0.6866666666666666,0.014425945627860239
573,Target,0.6875,0.014425945627860239
574,Target,0.6883333333333334,0.014425945627860239
575,Target,0.6866666666666666,0.014425945627860239
576,Target,0.6858333333333334,0.014425945627860239
577,Target,0.685,0.014425945627860239
578,Target,0.685,0.014425945627860239
579,Target,0.685,0.014425945627860239
580,Target,0.6841666666666667,0.014425945627860239
581,Target,0.6875,0.014425945627860239
582,Target,0.6883333333333334,0.014425945627860239
583,Target,0.6891666666666666,0.014425945627860239
584,Target,0.6891666666666666,0.014425945627860239
585,Target,0.6875,0.014425945627860239
586,Target,0.6875,0.014425945627860239
587,Target,0.6925,0.014425945627860239
588,Target,0.6941666666666667,0.014425945627860239
589,Target,0.695,0.014425945627860239
590,Target,0.6958333333333333,0.014425945627860239
591,Target,0.695,0.014425945627860239
592,Target,0.6958333333333333,0.014425945627860239
593,Target,0.6991666666666667,0.014425945627860239
594,Target,0.7000000000000001,0.014425945627860239
595,Target,0.7008333333333333,0.014425945627860239
596,Target,0.7008333333333333,0.014425945627860239
597,Target,0.7016666666666667,0.014425945627860239
598,Target,0.7025,0.014425945627860239
599,Target,0.7025,0.014425945627860239
600,Target,0.7041666666666666,0.014425945627860239
601,Target,0.7066666666666667,0.014425945627860239
602,Target,0.7075,0.014425945627860239
603,Target,0.7083333333333334,0.014425945627860239
604,Target,0.7083333333333334,0.014425945627860239
605,Target,0.7083333333333334,0.014425945627860239
606,Target,0.7091666666666666,0.014425945627860239
607,Target,0.7116666666666668,0.014425945627860239
608,Target,0.715,0.014425945627860239
609,Target,0.7166666666666667,0.014425945627860239
610,Target,0.7183333333333333,0.014425945627860239
611,Target,0.7183333333333333,0.014425945627860239
612,Target,0.7191666666666666,0.014425945627860239
613,Target,0.7191666666666667,0.014425945627860239
614,Target,0.7200000000000001,0.014425945627860239
615,Target,0.7208333333333333,0.014425945627860239
616,Target,0.7208333333333333,0.014425945627860239
617,Target,0.7241666666666666,0.014425945627860239
618,Target,0.7241666666666666,0.014425945627860239
619,Target,0.7266666666666667,0.014425945627860239
620,Target,0.7275,0.014425945627860239
621,Target,0.7275,0.014425945627860239
622,Target,0.7275,0.014425945627860239
623,Target,0.7283333333333334,0.014425945627860239
624,Target,0.7308333333333333,0.014425945627860239
625,Target,0.73,0.014425945627860239
626,Target,0.7308333333333333,0.014425945627860239
627,Target,0.7316666666666666,0.014425945627860239
628,Target,0.7316666666666666,0.014425945627860239
629,Target,0.7324999999999999,0.014425945627860239
630,Target,0.7333333333333334,0.014425945627860239
631,Target,0.7333333333333334,0.014425945627860239
632,Target,0.7324999999999999,0.014425945627860239
633,Target,0.7333333333333334,0.014425945627860239
634,Target,0.7358333333333333,0.014425945627860239
635,Target,0.7358333333333333,0.014425945627860239
636,Target,0.7358333333333333,0.014425945627860239
637,Target,0.7358333333333333,0.014425945627860239
638,Target,0.7374999999999999,0.014425945627860239
639,Target,0.7366666666666667,0.014425945627860239
640,Target,0.7358333333333333,0.014425945627860239
641,Target,0.7358333333333333,0.014425945627860239
642,Target,0.7358333333333333,0.014425945627860239
643,Target,0.735,0.014425945627860239
644,Target,0.7358333333333333,0.014425945627860239
645,Target,0.7358333333333333,0.014425945627860239
646,Target,0.7358333333333333,0.014425945627860239
647,Target,0.7366666666666667,0.014425945627860239
648,Target,0.7383333333333333,0.014425945627860239
649,Target,0.7399999999999999,0.014425945627860239
